t,x
0.0,1.9999999999999996
27.96458382113601,0.5452855622478012
50.0,-1.8380688510755332
40.225868801378454,1.8559760090940964
9.501874247726077,-2.0047065869592204
40.391541136670995,1.8433586313836274
46.13365222018947,1.1676784267802804
18.735113465927476,1.9205734147815203
32.9837316293225,-1.6639598099273198
4.742703360531883,1.6278352584027398
14.34658435607271,-1.6215152937892245
2.1813824049005075,1.8473157771602513
23.451870950641077,1.6632353626605134
21.121221651425518,1.8578990497547236
35.903819019915886,-1.3111196487240186
37.65888063737008,0.30334128968941393
7.386197700608881,1.2932979540870302
12.232574092906678,-1.8074850644757408
44.189236625826744,1.4888219638505336
8.441635788478274,1.0081719045249127
48.58467431164101,-1.9418076550430492
30.11224227330542,-1.8985498313606468
42.70640930781372,1.646663451896526
9.029308900576037,-0.195934440649093
49.44732578838089,-1.8797837705065845
28.920933062743273,-1.9819761233383635
16.83313690455819,-1.309646414301512
13.415935322322738,-1.7083915053627867
47.34235243439187,-1.8804715591567664
46.13221603824734,1.1680511248893701
15.650289640275021,-1.47912755968731
44.928141493033166,1.3919578351403001
34.43920152750357,-1.513636859822527
43.34240693917357,1.5833206785438687
38.76409429868692,1.9612894478497467
46.90565021868686,0.7859365056452168
31.57072965933141,-1.7866914503733426
33.71501228832579,-1.5923964402979287
15.024349194976672,-1.551295815324706
35.26641903826919,-1.409234567728324
49.01102646539992,-1.911590428829137
8.709854028890925,0.8266211739982273
25.663304692877325,1.4179916469597018
22.28609288170696,1.765760784462905
28.41820349864164,-2.014116368951714
16.35050878936708,-1.3859912332749766
12.737313902161235,-1.7665218814820811
19.903154252687543,1.9461834335316215
24.595492668598883,1.5478486728706164
41.594140105655455,1.7465633753358294
