t,x
0.0,2.0
27.96458382113601,0.5452855622478012
50.0,-1.8380688510755347
40.225868801378454,1.855976009094097
9.501874247726077,-2.0047065869592204
40.391541136670995,1.8433586313836265
46.13365222018947,1.1676784267802807
18.735113465927476,1.9205734147815203
32.9837316293225,-1.6639598099273187
4.742703360531883,1.6278352584027398
14.34658435607271,-1.621515293789224
2.1813824049005075,1.8473157771602495
23.451870950641077,1.6632353626605134
21.121221651425518,1.8578990497547228
35.903819019915886,-1.311119648724019
37.65888063737008,0.30334128968941376
7.386197700608881,1.2932979540870302
12.232574092906678,-1.8074850644757388
44.189236625826744,1.4888219638505333
8.441635788478274,1.0081719045249122
