t,x
0.0,1.9999999999999996
27.96458382113601,0.5452855622478013
50.0,-1.8380688510755339
40.225868801378454,1.8559760090940969
9.501874247726077,-2.0047065869592204
40.391541136670995,1.8433586313836283
46.13365222018947,1.1676784267802804
18.735113465927476,1.9205734147815203
32.9837316293225,-1.6639598099273185
4.742703360531883,1.6278352584027398
14.34658435607271,-1.621515293789225
2.1813824049005075,1.8473157771602544
23.451870950641077,1.6632353626605134
21.121221651425518,1.857899049754725
35.903819019915886,-1.3111196487240186
37.65888063737008,0.3033412896894141
7.386197700608881,1.2932979540870302
12.232574092906678,-1.807485064475741
44.189236625826744,1.4888219638505333
8.441635788478274,1.0081719045249113
48.58467431164101,-1.9418076550430479
30.11224227330542,-1.8985498313606464
42.70640930781372,1.6466634518965257
9.029308900576037,-0.19593444064909288
49.44732578838089,-1.8797837705065856
28.920933062743273,-1.9819761233383624
16.83313690455819,-1.309646414301512
13.415935322322738,-1.7083915053627885
47.34235243439187,-1.880471559156767
46.13221603824734,1.1680511248893697
15.650289640275021,-1.47912755968731
44.928141493033166,1.3919578351403001
34.43920152750357,-1.5136368598225265
43.34240693917357,1.5833206785438687
38.76409429868692,1.961289447849746
46.90565021868686,0.7859365056452168
31.57072965933141,-1.7866914503733424
33.71501228832579,-1.5923964402979274
15.024349194976672,-1.5512958153247065
35.26641903826919,-1.409234567728324
49.01102646539992,-1.9115904288291354
8.709854028890925,0.8266211739982274
25.663304692877325,1.4179916469597016
22.28609288170696,1.7657607844629053
28.41820349864164,-2.014116368951714
16.35050878936708,-1.3859912332749769
12.737313902161235,-1.7665218814820793
19.903154252687543,1.9461834335316213
24.595492668598883,1.5478486728706162
41.594140105655455,1.7465633753358292
1.0905591729463144,1.9274573280148053
45.36740584909087,1.324017595088785
5.914416887960049,1.5026731858982152
39.34401765159764,1.92070575714014
36.83409294366321,-1.0974469780425853
1.6670142649847104,1.8858546544374613
10.954991447298864,-1.9042087951991091
24.023764896499706,1.607808205969072
26.70557472762106,1.2473964183763204
39.03093917663125,1.9427950862576862
38.06970243545277,2.0080470988777095
30.876884523467872,-1.8414447268974252
42.12348021194311,1.7004975803933893
37.18151783867431,-0.9424812791773421
6.62579622988446,1.4122592577273556
41.065394276375784,1.7903331350467797
34.842056853565296,-1.465188584015988
34.02274400857034,-1.5600500765260934
21.69927087813434,1.81326025330418
24.330073298273856,1.5763266093116073
29.559424344055248,-1.9380273874811278
36.32678924227267,-1.230386486466895
49.23790902604886,-1.8951673369790287
10.342232035381688,-1.9476673058958915
6.250533807037476,1.4617575325754326
41.33523021130161,1.7682546725864643
7.8229922407406045,1.204877709342214
10.676096619806346,-1.924198611775121
25.257602744009713,1.470782920157522
29.251142519519167,-1.9594551979534727
30.549870155551794,-1.866248669324842
49.81726197796087,-1.8520488297967796
44.51386058350502,1.448368123267187
32.279802798514325,-1.7272554708072128
22.821481323450765,1.720183142832613
8.564557158205325,0.9413198147412477
43.71006335417039,1.5439628585618017
47.89516942919715,-1.9890469289102828
35.588167273760206,-1.3623227531942668
0.4881292525872769,1.9693433922471602
49.66031869931609,-1.8639053498838434
14.665672808006905,-1.5893206121656658
20.449954157436196,1.907433222298293
27.240622259354822,1.114812265701051
42.997962771671624,1.6182946233302982
3.517889184535499,1.739569287254005
9.954737427465815,-1.9743164144439354
48.170562860373316,-1.9704077122305252
19.25466069366519,1.990502083563608
19.567527114008055,1.9693299799902377
